"order_id","user_id","product_id","city","order_date","delivery_time_minutes","is_cancelled","user_id","fullname","product_id","product_name","Price","Time","Wind(m/s)","Rain(mm)","Weather"
17,148,18,Nakuru,"21/08/2025 09:00",67,1,148,Neoma Price,18,Celery ( appx. 1 pc) per kg,299,"21/08/2025 09:00",2.25,0,broken clouds
8,97,18,Mombasa,"20/08/2025 18:00",107,0,97,Marielle Wuckert,18,Celery ( appx. 1 pc) per kg,299,"20/08/2025 18:00",5.85,0,broken clouds
155,53,19,Mombasa,"21/08/2025 15:00",219,0,53,King Yundt,19,Cucumber - English (appx. 2 pieces) per Kg,199,"21/08/2025 15:00",5.97,0,few clouds
149,137,19,Mombasa,"17/08/2025 03:00",222,1,137,Amie Rath,19,Cucumber - English (appx. 2 pieces) per Kg,199,"17/08/2025 03:00",4.24,0,light rain
127,165,19,Eldoret,"19/08/2025 06:00",119,1,165,Chaim Armstrong,19,Cucumber - English (appx. 2 pieces) per Kg,199,"19/08/2025 06:00",1.51,0,light rain
119,66,19,Nakuru,"20/08/2025 09:00",178,0,66,Jace Koss,19,Cucumber - English (appx. 2 pieces) per Kg,199,"20/08/2025 09:00",2.82,0,light rain
118,2,19,Nairobi,"17/08/2025 12:00",104,0,2,Hillary Hickle,19,Cucumber - English (appx. 2 pieces) per Kg,199,"17/08/2025 12:00",2.98,4,moderate rain
68,152,19,Eldoret,"19/08/2025 06:00",122,0,152,Waldo Schmeler,19,Cucumber - English (appx. 2 pieces) per Kg,199,"19/08/2025 06:00",1.51,0,light rain
59,62,19,Nairobi,"21/08/2025 03:00",196,1,62,Alison Pouros,19,Cucumber - English (appx. 2 pieces) per Kg,199,"21/08/2025 03:00",1.62,0,broken clouds
47,147,19,Mombasa,"21/08/2025 03:00",238,0,147,Wade Lakin,19,Cucumber - English (appx. 2 pieces) per Kg,199,"21/08/2025 03:00",4.58,0,broken clouds
41,173,19,Nakuru,"19/08/2025 00:00",115,1,173,Samson Bahringer,19,Cucumber - English (appx. 2 pieces) per Kg,199,"19/08/2025 00:00",2.49,4,moderate rain
19,137,19,Nairobi,"18/08/2025 12:00",72,0,137,Amie Rath,19,Cucumber - English (appx. 2 pieces) per Kg,199,"18/08/2025 12:00",3.98,0,light rain
5,120,19,Eldoret,"19/08/2025 18:00",205,0,120,Everette Lemke,19,Cucumber - English (appx. 2 pieces) per Kg,199,"19/08/2025 18:00",1.76,2,light rain
182,71,20,Kisumu,"21/08/2025 15:00",80,1,71,Emmet Larkin,20,Cucumbers - Local (appx. 4 pieces) per Kg,159,"21/08/2025 15:00",3.57,0,scattered clouds
116,116,20,Nakuru,"17/08/2025 18:00",192,0,116,Waino Heaney,20,Cucumbers - Local (appx. 4 pieces) per Kg,159,"17/08/2025 18:00",0.29,4,moderate rain
40,190,20,Eldoret,"21/08/2025 00:00",201,0,190,Deondre Rutherford,20,Cucumbers - Local (appx. 4 pieces) per Kg,159,"21/08/2025 00:00",2.43,0,overcast clouds
186,198,21,Eldoret,"18/08/2025 00:00",47,0,198,Ruben O'Conner,21,White Cabbage - (appx. 1.5 head) per Kg,39,"18/08/2025 00:00",1.72,0,light rain
92,153,21,Nakuru,"20/08/2025 09:00",225,0,153,Larue Dickinson,21,White Cabbage - (appx. 1.5 head) per Kg,39,"20/08/2025 09:00",2.82,0,light rain
73,135,21,Nairobi,"19/08/2025 21:00",123,0,135,Randal Gislason,21,White Cabbage - (appx. 1.5 head) per Kg,39,"19/08/2025 21:00",3.01,0,overcast clouds
66,145,21,Mombasa,"21/08/2025 06:00",90,1,145,Ezequiel Gaylord,21,White Cabbage - (appx. 1.5 head) per Kg,39,"21/08/2025 06:00",5.75,0,light rain
24,128,21,Kisumu,"20/08/2025 09:00",183,1,128,Alejandra Jerde,21,White Cabbage - (appx. 1.5 head) per Kg,39,"20/08/2025 09:00",1.74,0,light rain
4,110,21,Kisumu,"21/08/2025 09:00",224,1,110,Daisha Feest,21,White Cabbage - (appx. 1.5 head) per Kg,39,"21/08/2025 09:00",1.65,0,broken clouds
180,95,22,Nairobi,"21/08/2025 09:00",78,0,95,Doyle Doyle,22,Chinese Cabbage - 1 Piece appx. 1.5kgs,169,"21/08/2025 09:00",2.97,0,scattered clouds
152,110,22,Kisumu,"17/08/2025 06:00",194,0,110,Daisha Feest,22,Chinese Cabbage - 1 Piece appx. 1.5kgs,169,"17/08/2025 06:00",2.17,0,broken clouds
143,176,22,Kisumu,"18/08/2025 18:00",72,0,176,Michale Ward,22,Chinese Cabbage - 1 Piece appx. 1.5kgs,169,"18/08/2025 18:00",2.29,2,light rain
139,159,22,Eldoret,"18/08/2025 00:00",73,0,159,Cassandra Rowe,22,Chinese Cabbage - 1 Piece appx. 1.5kgs,169,"18/08/2025 00:00",1.72,0,light rain
117,179,22,Kisumu,"19/08/2025 12:00",134,1,179,Nick Ullrich,22,Chinese Cabbage - 1 Piece appx. 1.5kgs,169,"19/08/2025 12:00",2.04,1,light rain
89,94,22,Kisumu,"18/08/2025 03:00",109,0,94,Jarret Senger,22,Chinese Cabbage - 1 Piece appx. 1.5kgs,169,"18/08/2025 03:00",3.3,0,light rain
65,53,22,Nakuru,"19/08/2025 03:00",133,0,53,King Yundt,22,Chinese Cabbage - 1 Piece appx. 1.5kgs,169,"19/08/2025 03:00",2.12,1,light rain
36,162,22,Eldoret,"20/08/2025 12:00",200,0,162,Giles Mills,22,Chinese Cabbage - 1 Piece appx. 1.5kgs,169,"20/08/2025 12:00",2.3,1,light rain
10,173,22,Eldoret,"21/08/2025 06:00",152,1,173,Samson Bahringer,22,Chinese Cabbage - 1 Piece appx. 1.5kgs,169,"21/08/2025 06:00",3.37,0,broken clouds
179,194,23,Mombasa,"19/08/2025 18:00",130,1,194,Shyanne Osinski,23,Red Cabbage - (appx. 1 head) per Kg,159,"19/08/2025 18:00",4.92,0,broken clouds
170,71,23,Kisumu,"21/08/2025 00:00",177,0,71,Emmet Larkin,23,Red Cabbage - (appx. 1 head) per Kg,159,"21/08/2025 00:00",1.56,0,overcast clouds
162,128,23,Nairobi,"17/08/2025 09:00",109,0,128,Alejandra Jerde,23,Red Cabbage - (appx. 1 head) per Kg,159,"17/08/2025 09:00",1.87,1,light rain
159,40,23,Nakuru,"21/08/2025 09:00",64,1,40,Virgie Spinka,23,Red Cabbage - (appx. 1 head) per Kg,159,"21/08/2025 09:00",2.25,0,broken clouds
56,162,23,Nairobi,"17/08/2025 09:00",177,1,162,Giles Mills,23,Red Cabbage - (appx. 1 head) per Kg,159,"17/08/2025 09:00",1.87,1,light rain
53,36,23,Eldoret,"19/08/2025 03:00",45,1,36,Idella Ledner,23,Red Cabbage - (appx. 1 head) per Kg,159,"19/08/2025 03:00",0.91,0,light rain
50,26,23,Kisumu,"20/08/2025 06:00",210,1,26,Otho Ortiz,23,Red Cabbage - (appx. 1 head) per Kg,159,"20/08/2025 06:00",1.31,0,overcast clouds
33,166,23,Nakuru,"18/08/2025 06:00",229,0,166,Dewayne Wiza,23,Red Cabbage - (appx. 1 head) per Kg,159,"18/08/2025 06:00",1.28,1,light rain
174,189,24,Nakuru,"20/08/2025 21:00",185,0,189,Delia Gerhold,24,Eggplant (appx. 2 pieces) per Kg,149,"20/08/2025 21:00",1.12,0,broken clouds
173,30,24,Eldoret,"21/08/2025 09:00",56,0,30,Santino Friesen,24,Eggplant (appx. 2 pieces) per Kg,149,"21/08/2025 09:00",1.07,0,overcast clouds
156,197,24,Mombasa,"19/08/2025 18:00",31,1,197,Josue Ledner,24,Eggplant (appx. 2 pieces) per Kg,149,"19/08/2025 18:00",4.92,0,broken clouds
115,39,24,Mombasa,"17/08/2025 18:00",149,0,39,Kyla Effertz,24,Eggplant (appx. 2 pieces) per Kg,149,"17/08/2025 18:00",6.23,0,scattered clouds
28,82,24,Mombasa,"21/08/2025 03:00",195,0,82,Eloise Runte,24,Eggplant (appx. 2 pieces) per Kg,149,"21/08/2025 03:00",4.58,0,broken clouds
15,184,24,Eldoret,"21/08/2025 03:00",149,1,184,Gabrielle Cruickshank,24,Eggplant (appx. 2 pieces) per Kg,149,"21/08/2025 03:00",2.9,0,overcast clouds
